cliente_id,data_solicitacao,valor_solicitado,finalidade_credito,motivo_negativa,tentou_novamente
C141993,2024-07-17,3779.73,Empréstimo Pessoal,Histórico de Inadimplência,Não
C140229,2025-01-19,2706.48,Cartão de Crédito,Renda Insuficiente,Não
C114515,2025-01-30,2676.07,Cartão de Crédito,Histórico de Inadimplência,Não
C060299,2024-06-30,3641.81,Compra Parcelada,Renda Insuficiente,Sim
C055684,2024-11-02,1984.42,Empréstimo Pessoal,Score Baixo,Sim
C054756,2025-01-11,40.9,Limite Conta,Score Baixo,Sim
C078098,2024-12-23,1355.79,Cartão de Crédito,Documentação Incompleta,Não
C102625,2024-07-22,1701.56,Renegociação de Dívidas,Score Baixo,Não
C025837,2024-12-25,2460.32,Limite Conta,Score Baixo,Sim
C076482,2024-01-07,1686.14,Empréstimo Pessoal,Inconsistência Cadastral,Não
C090944,2023-07-25,4265.57,Limite Conta,Score Baixo,Não
C001848,2023-08-25,3190.9,Compra Parcelada,Documentação Incompleta,Não
C102928,2023-11-08,2653.06,Compra Parcelada,Inconsistência Cadastral,Não
C074442,2023-12-29,1885.63,Compra Parcelada,Renda Insuficiente,Não
C131218,2024-04-08,1812.38,Renegociação de Dívidas,Renda Insuficiente,Não
C061939,2024-04-14,3564.27,Cartão de Crédito,Renda Insuficiente,Não
C014724,2025-03-27,3121.85,Empréstimo Pessoal,Score Baixo,Sim
C127799,2024-01-22,2909.01,Cartão de Crédito,Renda Insuficiente,Sim
C099259,2023-11-21,1293.18,Renegociação de Dívidas,Inconsistência Cadastral,Não
C042915,2024-02-25,1770.38,Renegociação de Dívidas,Documentação Incompleta,Não
C013433,2023-12-11,1403.49,Compra Parcelada,Score Baixo,Não
C117836,2025-01-07,2069.48,Compra Parcelada,Renda Insuficiente,Sim
C087680,2023-11-14,3609.67,Compra Parcelada,Score Baixo,Não
C008635,2024-10-01,2464.21,Cartão de Crédito,Renda Insuficiente,Sim
C011822,2024-03-18,4048.02,Limite Conta,Inconsistência Cadastral,Não
C106347,2025-04-18,3135.51,Limite Conta,Inconsistência Cadastral,Não
C083451,2024-12-27,3723.7,Empréstimo Pessoal,Score Baixo,Sim
C099715,2024-12-12,2055.63,Compra Parcelada,Score Baixo,Não
C041515,2024-03-10,2479.95,Empréstimo Pessoal,Documentação Incompleta,Sim
C025190,2024-09-27,2113.02,Compra Parcelada,Histórico de Inadimplência,Não
C055232,2023-07-19,2469.49,Empréstimo Pessoal,Renda Insuficiente,Sim
C144429,2023-10-30,2423.87,Empréstimo Pessoal,Renda Insuficiente,Não
C068930,2024-09-28,2440.82,Empréstimo Pessoal,Score Baixo,Não
C130601,2024-07-13,1063.45,Cartão de Crédito,Histórico de Inadimplência,Não
C005730,2024-07-03,2903.75,Cartão de Crédito,Score Baixo,Não
C051702,2023-08-06,2924.81,Cartão de Crédito,Score Baixo,Não
C012771,2025-02-27,2682.3,Empréstimo Pessoal,Documentação Incompleta,Sim
C012216,2023-08-19,2390.2,Cartão de Crédito,Inconsistência Cadastral,Sim
C062799,2024-03-19,1740.15,Cartão de Crédito,Histórico de Inadimplência,Não
C024582,2024-03-08,1976.95,Compra Parcelada,Renda Insuficiente,Sim
C100594,2025-03-26,3187.84,Cartão de Crédito,Score Baixo,Não
C076897,2025-05-17,2955.31,Compra Parcelada,Score Baixo,Sim
C115705,2023-08-16,2567.45,Compra Parcelada,Renda Insuficiente,Não
C134895,2023-11-24,2131.95,Compra Parcelada,Score Baixo,Não
C055367,2023-07-27,4517.43,Compra Parcelada,Documentação Incompleta,Não
C051203,2024-07-20,3573.0,Limite Conta,Renda Insuficiente,Não
C000067,2025-05-13,3159.33,Cartão de Crédito,Inconsistência Cadastral,Não
C139949,2024-01-19,3132.38,Empréstimo Pessoal,Inconsistência Cadastral,Não
C009441,2024-01-05,1511.19,Cartão de Crédito,Inconsistência Cadastral,Não
C141597,2024-04-23,2806.86,Renegociação de Dívidas,Renda Insuficiente,Não
C082194,2024-03-31,1764.2,Empréstimo Pessoal,Score Baixo,Não
C085959,2025-02-13,3347.05,Cartão de Crédito,Score Baixo,Não
C061706,2023-07-21,3438.11,Compra Parcelada,Documentação Incompleta,Sim
C149419,2024-07-17,2787.92,Empréstimo Pessoal,Renda Insuficiente,Não
C145224,2025-02-11,3072.57,Cartão de Crédito,Renda Insuficiente,Não
C045631,2024-08-28,2734.47,Compra Parcelada,Inconsistência Cadastral,Sim
C118051,2024-11-05,5133.04,Empréstimo Pessoal,Documentação Incompleta,Sim
C148384,2024-12-19,208.62,Empréstimo Pessoal,Documentação Incompleta,Não
C126770,2025-03-04,1764.65,Compra Parcelada,Inconsistência Cadastral,Não
C076335,2025-03-27,1469.29,Renegociação de Dívidas,Histórico de Inadimplência,Não
C079139,2024-02-04,2613.55,Cartão de Crédito,Renda Insuficiente,Sim
C088539,2025-03-14,1478.23,Limite Conta,Documentação Incompleta,Não
C059516,2025-04-28,3749.26,Renegociação de Dívidas,Inconsistência Cadastral,Não
C073915,2024-09-03,1297.21,Renegociação de Dívidas,Histórico de Inadimplência,Não
C090759,2024-02-20,3379.21,Cartão de Crédito,Renda Insuficiente,Não
C110163,2023-07-18,2615.32,Empréstimo Pessoal,Renda Insuficiente,Não
C000749,2024-10-31,2310.36,Limite Conta,Renda Insuficiente,Não
C008763,2023-11-08,2335.6,Compra Parcelada,Renda Insuficiente,Não
C048429,2024-05-30,3313.71,Limite Conta,Histórico de Inadimplência,Não
C071972,2024-02-19,2679.24,Empréstimo Pessoal,Documentação Incompleta,Não
C120294,2023-07-08,3673.33,Renegociação de Dívidas,Inconsistência Cadastral,Não
C010697,2023-07-26,3004.96,Limite Conta,Documentação Incompleta,Não
C001701,2023-11-23,3302.82,Limite Conta,Renda Insuficiente,Sim
C072151,2025-04-30,3119.11,Compra Parcelada,Documentação Incompleta,Não
C142447,2023-10-15,2053.09,Compra Parcelada,Histórico de Inadimplência,Sim
C095452,2024-04-16,3242.88,Compra Parcelada,Histórico de Inadimplência,Sim
C009354,2024-04-18,1842.18,Cartão de Crédito,Renda Insuficiente,Sim
C006541,2024-11-22,2633.98,Limite Conta,Inconsistência Cadastral,Não
C129996,2024-01-25,3209.91,Cartão de Crédito,Score Baixo,Não
C063954,2024-02-25,2941.73,Empréstimo Pessoal,Renda Insuficiente,Não
C038239,2023-10-16,4457.8,Cartão de Crédito,Documentação Incompleta,Sim
C090242,2025-04-12,1330.44,Empréstimo Pessoal,Documentação Incompleta,Não
C067671,2023-07-08,3611.87,Empréstimo Pessoal,Histórico de Inadimplência,Não
C124550,2025-03-05,1919.62,Compra Parcelada,Score Baixo,Não
C101926,2024-07-26,1894.35,Renegociação de Dívidas,Inconsistência Cadastral,Não
C112435,2025-06-15,1208.01,Renegociação de Dívidas,Renda Insuficiente,Não
C083003,2024-11-15,2696.3,Empréstimo Pessoal,Renda Insuficiente,Não
C085193,2024-05-03,3588.94,Empréstimo Pessoal,Inconsistência Cadastral,Não
C020398,2024-09-22,1674.06,Cartão de Crédito,Renda Insuficiente,Não
C035295,2023-10-06,889.14,Empréstimo Pessoal,Score Baixo,Não
C002130,2024-12-24,3956.44,Limite Conta,Histórico de Inadimplência,Não
C048987,2025-04-08,2040.73,Compra Parcelada,Histórico de Inadimplência,Não
C045215,2023-10-09,2400.22,Limite Conta,Inconsistência Cadastral,Não
C072056,2024-08-11,2638.4,Empréstimo Pessoal,Score Baixo,Não
C032423,2024-03-17,1403.35,Limite Conta,Inconsistência Cadastral,Não
C110244,2024-09-23,2427.43,Cartão de Crédito,Documentação Incompleta,Não
C071744,2025-01-17,2303.63,Cartão de Crédito,Score Baixo,Não
C030767,2024-02-05,2661.64,Limite Conta,Score Baixo,Sim
C094149,2024-02-02,1927.42,Cartão de Crédito,Documentação Incompleta,Não
C090805,2024-03-02,2316.99,Renegociação de Dívidas,Score Baixo,Não
C073675,2024-11-27,3120.55,Empréstimo Pessoal,Score Baixo,Não
C054930,2025-02-22,1788.13,Cartão de Crédito,Score Baixo,Não
C110279,2025-04-03,3123.31,Cartão de Crédito,Score Baixo,Não
C122367,2028-01-01,3893.53,Cartão de Crédito,Renda Insuficiente,Não
C149800,2024-11-18,3725.11,Cartão de Crédito,Renda Insuficiente,Não
C136790,2024-11-02,2122.53,Cartão de Crédito,Score Baixo,Sim
C126184,2025-04-12,2025.79,Empréstimo Pessoal,Renda Insuficiente,Não
C141189,2023-08-23,3096.39,Cartão de Crédito,Renda Insuficiente,Não
C070731,2025-02-03,2378.41,Empréstimo Pessoal,Documentação Incompleta,Não
C118528,2024-11-11,2206.61,Renegociação de Dívidas,Score Baixo,Não
C123743,2023-10-23,2639.26,Renegociação de Dívidas,Documentação Incompleta,Não
C102967,2025-03-09,1901.92,Cartão de Crédito,Inconsistência Cadastral,Não
C117542,2024-05-20,4233.94,Renegociação de Dívidas,Renda Insuficiente,Não
C011922,2024-11-17,1325.88,Compra Parcelada,Score Baixo,Sim
C020167,2024-10-07,1369.47,Cartão de Crédito,Histórico de Inadimplência,Não
C043364,2024-06-01,2325.57,Cartão de Crédito,Score Baixo,Não
C128144,2024-01-13,2815.4,Empréstimo Pessoal,Score Baixo,Sim
C051729,2023-12-19,1742.43,Compra Parcelada,Documentação Incompleta,Não
C087980,2023-10-03,2738.07,Renegociação de Dívidas,Renda Insuficiente,Não
C112123,2023-11-11,2254.42,Empréstimo Pessoal,Renda Insuficiente,Não
C065078,2025-02-21,3345.48,Compra Parcelada,Histórico de Inadimplência,Não
C016552,2023-11-02,3126.85,Empréstimo Pessoal,Renda Insuficiente,Não
C098677,2024-07-13,1308.79,Empréstimo Pessoal,Renda Insuficiente,Sim
C025641,2025-03-09,2843.72,Cartão de Crédito,Renda Insuficiente,Não
C098478,2024-12-21,2034.04,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C035771,2024-11-26,1419.93,Cartão de Crédito,Renda Insuficiente,Sim
C094242,2023-11-26,898.29,Cartão de Crédito,Documentação Incompleta,Não
C072357,2024-04-30,2421.29,Empréstimo Pessoal,Renda Insuficiente,Não
C081913,2024-03-26,1754.26,Compra Parcelada,Documentação Incompleta,Não
C117493,2028-01-01,2289.78,Limite Conta,Documentação Incompleta,Sim
C146862,2024-07-13,2837.65,Cartão de Crédito,Documentação Incompleta,Não
C092437,2024-12-04,2081.71,Empréstimo Pessoal,Histórico de Inadimplência,Não
C001882,2024-09-18,1430.42,Compra Parcelada,Renda Insuficiente,Não
C113188,2024-08-11,3995.96,Cartão de Crédito,Histórico de Inadimplência,Não
C114046,2024-06-27,2392.46,Renegociação de Dívidas,Documentação Incompleta,Não
C016865,2025-03-30,1125.06,Cartão de Crédito,Score Baixo,Sim
C081082,2025-03-23,1955.81,Empréstimo Pessoal,Renda Insuficiente,Sim
C058521,2024-06-19,1932.46,Cartão de Crédito,Renda Insuficiente,Sim
C011173,2025-01-27,3298.16,Cartão de Crédito,Documentação Incompleta,Sim
C045406,2025-03-24,2174.17,Compra Parcelada,Renda Insuficiente,Não
C114815,2024-04-02,3596.5,Cartão de Crédito,Renda Insuficiente,Não
C097684,2024-08-27,3535.94,Cartão de Crédito,Histórico de Inadimplência,Não
C116388,2025-06-08,2146.43,Compra Parcelada,Score Baixo,Sim
C037115,2023-12-20,4645.83,Cartão de Crédito,Score Baixo,Não
C066324,2025-04-11,3116.67,Empréstimo Pessoal,Documentação Incompleta,Sim
C054247,2023-08-23,2256.8,Renegociação de Dívidas,Histórico de Inadimplência,Não
C067882,2023-07-30,2147.22,Limite Conta,Renda Insuficiente,Não
C032989,2024-02-11,1933.45,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C127003,2023-07-29,2248.08,Cartão de Crédito,Histórico de Inadimplência,Não
C143471,2025-06-30,3252.44,Cartão de Crédito,Score Baixo,Não
C106763,2024-02-28,1495.43,Compra Parcelada,Inconsistência Cadastral,Não
C020691,2023-07-26,1390.01,Cartão de Crédito,Documentação Incompleta,Não
C046337,2024-12-09,3807.56,Renegociação de Dívidas,Documentação Incompleta,Não
C046768,2024-04-02,591.6,Cartão de Crédito,Renda Insuficiente,Não
C077307,2023-12-23,2339.95,Empréstimo Pessoal,Score Baixo,Não
C095311,2023-10-07,3543.78,Empréstimo Pessoal,Renda Insuficiente,Não
C083680,2024-11-18,3081.51,Empréstimo Pessoal,Score Baixo,Não
C145223,2023-10-29,3676.26,Renegociação de Dívidas,Histórico de Inadimplência,Não
C042971,2023-09-01,4339.86,Cartão de Crédito,Renda Insuficiente,Não
C127120,2024-12-21,2368.53,Limite Conta,Renda Insuficiente,Não
C011775,2025-04-01,2247.59,Empréstimo Pessoal,Renda Insuficiente,Não
C069492,2023-10-27,2192.81,Empréstimo Pessoal,Renda Insuficiente,Não
C046426,2024-07-18,2524.65,Compra Parcelada,Renda Insuficiente,Sim
C133255,2024-12-23,3609.75,Empréstimo Pessoal,Renda Insuficiente,Não
C037623,2024-10-03,3803.46,Cartão de Crédito,Score Baixo,Não
C009489,2025-01-12,3693.81,Renegociação de Dívidas,Renda Insuficiente,Não
C060847,2024-10-09,1907.21,Cartão de Crédito,Renda Insuficiente,Não
C063491,2024-10-28,2555.32,Empréstimo Pessoal,Renda Insuficiente,Não
C132212,2024-05-17,1163.54,Empréstimo Pessoal,Score Baixo,Não
C087966,2023-11-18,3159.2,Compra Parcelada,Score Baixo,Sim
C093658,2023-12-24,3057.3,Empréstimo Pessoal,Renda Insuficiente,Sim
C054830,2024-07-14,3704.32,Compra Parcelada,Inconsistência Cadastral,Sim
C103887,2024-09-01,1277.84,Renegociação de Dívidas,Documentação Incompleta,Sim
C010175,2023-08-07,1292.03,Cartão de Crédito,Documentação Incompleta,Não
C087379,2025-03-31,2504.55,Cartão de Crédito,Renda Insuficiente,Não
C046560,2024-10-06,3789.31,Renegociação de Dívidas,Renda Insuficiente,Não
C073980,2024-09-09,3991.42,Empréstimo Pessoal,Renda Insuficiente,Não
C055710,2025-05-03,2256.13,Empréstimo Pessoal,Score Baixo,Não
C109565,2025-04-08,810.22,Cartão de Crédito,Inconsistência Cadastral,Não
C043533,2025-06-09,2165.26,Cartão de Crédito,Score Baixo,Sim
C124259,2023-10-20,3287.01,Cartão de Crédito,Documentação Incompleta,Não
C109834,2025-03-05,2801.75,Renegociação de Dívidas,Score Baixo,Não
C007914,2024-06-24,1354.29,Empréstimo Pessoal,Inconsistência Cadastral,Não
C016304,2023-09-11,2841.19,Empréstimo Pessoal,Histórico de Inadimplência,Não
C139135,2028-01-01,-500.0,Renegociação de Dívidas,Inconsistência Cadastral,Não
C093891,2024-05-04,3381.59,Renegociação de Dívidas,Score Baixo,Sim
C060161,2023-09-20,1724.92,Limite Conta,Inconsistência Cadastral,Não
C001108,2024-09-24,3757.47,Compra Parcelada,Documentação Incompleta,Não
C083977,2025-02-18,2793.89,Cartão de Crédito,Inconsistência Cadastral,Sim
C108002,2024-03-24,1620.25,Cartão de Crédito,Renda Insuficiente,Não
C078465,2028-01-01,2014.52,Cartão de Crédito,Renda Insuficiente,Não
C021647,2025-04-01,1987.63,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C045059,2023-08-14,3009.48,Empréstimo Pessoal,Score Baixo,Sim
C026133,2025-04-28,3669.45,Compra Parcelada,Renda Insuficiente,Sim
C039284,2025-01-29,2329.98,Limite Conta,Renda Insuficiente,Não
C087752,2025-03-03,2454.34,Compra Parcelada,Histórico de Inadimplência,Não
C093371,2023-10-15,4864.1,Limite Conta,Score Baixo,Não
C129449,2023-11-25,3835.65,Empréstimo Pessoal,Score Baixo,Não
C077499,2028-01-01,2582.97,Cartão de Crédito,Inconsistência Cadastral,Não
C010147,2025-02-19,3547.3,Cartão de Crédito,Documentação Incompleta,Não
C047416,2023-10-13,1742.02,Cartão de Crédito,Inconsistência Cadastral,Não
C135537,2023-08-18,4391.21,Limite Conta,Renda Insuficiente,Não
C081198,2024-12-12,2851.71,Renegociação de Dívidas,Score Baixo,Sim
C069743,2024-01-28,2275.76,Empréstimo Pessoal,Histórico de Inadimplência,Não
C032530,2024-04-05,3329.1,Compra Parcelada,Documentação Incompleta,Sim
C100489,2025-02-21,2591.33,Cartão de Crédito,Documentação Incompleta,Não
C122432,2024-12-30,1924.5,Cartão de Crédito,Documentação Incompleta,Não
C049929,2024-11-15,3118.78,Limite Conta,Score Baixo,Não
C070066,2025-06-03,1394.28,Empréstimo Pessoal,Inconsistência Cadastral,Não
C064992,2023-07-13,4094.21,Renegociação de Dívidas,Histórico de Inadimplência,Sim
C123651,2024-02-02,2129.09,Empréstimo Pessoal,Histórico de Inadimplência,Não
C067045,2025-03-05,688.02,Empréstimo Pessoal,Inconsistência Cadastral,Não
C048004,2025-06-20,1459.38,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C007663,2025-05-07,1924.6,Empréstimo Pessoal,Score Baixo,Sim
C022793,2024-08-18,2349.15,Empréstimo Pessoal,Documentação Incompleta,Não
C026380,2024-05-13,3250.55,Cartão de Crédito,Score Baixo,Sim
C050092,2024-07-31,2535.1,Cartão de Crédito,Histórico de Inadimplência,Não
C098763,2025-06-14,952.64,Limite Conta,Score Baixo,Sim
C115715,2025-02-11,4141.76,Empréstimo Pessoal,Score Baixo,Não
C031707,2023-10-21,1383.07,Cartão de Crédito,Renda Insuficiente,Não
C124398,2024-07-05,1713.84,Limite Conta,Score Baixo,Não
C002913,2025-05-21,2584.4,Renegociação de Dívidas,Score Baixo,Não
C043502,2023-08-31,1697.54,Compra Parcelada,Histórico de Inadimplência,Não
C110221,2024-01-22,3061.33,Empréstimo Pessoal,Renda Insuficiente,Sim
C068489,2024-06-14,524.21,Empréstimo Pessoal,Score Baixo,Não
C062227,2024-06-27,2592.79,Cartão de Crédito,Score Baixo,Não
C017970,2024-09-17,1053.24,Renegociação de Dívidas,Documentação Incompleta,Não
C111797,2023-07-01,1918.16,Renegociação de Dívidas,Documentação Incompleta,Não
C077266,2025-04-29,1267.13,Empréstimo Pessoal,Renda Insuficiente,Não
C000618,2023-10-27,2740.12,Renegociação de Dívidas,Renda Insuficiente,Não
C018763,2024-08-10,2486.47,Cartão de Crédito,Renda Insuficiente,Não
C099223,2025-05-28,3362.54,Empréstimo Pessoal,Inconsistência Cadastral,Não
C031130,2025-04-09,2260.32,Renegociação de Dívidas,Inconsistência Cadastral,Não
C019773,2024-02-25,3367.18,Empréstimo Pessoal,Documentação Incompleta,Sim
C142958,2025-01-30,3378.49,Cartão de Crédito,Inconsistência Cadastral,Não
C086979,2024-12-24,3405.63,Empréstimo Pessoal,Renda Insuficiente,Sim
C030239,2023-12-14,2488.08,Cartão de Crédito,Renda Insuficiente,Não
C044944,2023-07-16,2334.62,Cartão de Crédito,Histórico de Inadimplência,Não
C007554,2025-03-21,1864.15,Empréstimo Pessoal,Renda Insuficiente,Não
C002638,2025-01-12,2822.12,Cartão de Crédito,Renda Insuficiente,Sim
C084925,2025-03-05,2087.63,Empréstimo Pessoal,Documentação Incompleta,Não
C103932,2024-09-25,1127.81,Compra Parcelada,Renda Insuficiente,Não
C088046,2024-07-15,4337.02,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C081618,2024-12-20,3158.87,Compra Parcelada,Renda Insuficiente,Não
C082676,2024-07-26,3568.33,Renegociação de Dívidas,Score Baixo,Não
C050254,2025-03-11,418.88,Empréstimo Pessoal,Documentação Incompleta,Não
C107488,2023-10-11,3001.04,Cartão de Crédito,Inconsistência Cadastral,Não
C051243,2024-08-16,524.34,Compra Parcelada,Histórico de Inadimplência,Sim
C108589,2024-08-28,3664.83,Empréstimo Pessoal,Score Baixo,Não
C010244,2023-11-07,3269.88,Compra Parcelada,Score Baixo,Não
C063883,2025-05-29,3075.51,Cartão de Crédito,Renda Insuficiente,Não
C012937,2024-07-26,2737.5,Compra Parcelada,Inconsistência Cadastral,Não
C053382,2023-11-27,2516.51,Limite Conta,Renda Insuficiente,Não
C134974,2025-03-20,1611.85,Renegociação de Dívidas,Renda Insuficiente,Não
C070122,2024-06-24,3615.87,Limite Conta,Histórico de Inadimplência,Não
C080689,2024-11-30,692.8,Cartão de Crédito,Renda Insuficiente,Não
C023577,2025-01-23,2712.1,Empréstimo Pessoal,Inconsistência Cadastral,Não
C045356,2024-11-06,2187.58,Renegociação de Dívidas,Score Baixo,Não
C107729,2023-12-26,2074.56,Compra Parcelada,Histórico de Inadimplência,Não
C136163,2023-09-25,2621.16,Cartão de Crédito,Documentação Incompleta,Não
C132746,2025-02-20,3188.3,Renegociação de Dívidas,Inconsistência Cadastral,Não
C138673,2024-02-01,3037.33,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C033498,2024-04-05,2163.79,Renegociação de Dívidas,Renda Insuficiente,Não
C094903,2024-12-06,1279.78,Limite Conta,Score Baixo,Não
C021575,2024-02-16,1328.58,Empréstimo Pessoal,Documentação Incompleta,Não
C027096,2024-08-20,1936.37,Cartão de Crédito,Renda Insuficiente,Sim
C087060,2023-11-04,1856.17,Empréstimo Pessoal,Score Baixo,Não
C097756,2024-10-22,3616.06,Cartão de Crédito,Renda Insuficiente,Não
C016077,2024-10-15,156.88,Cartão de Crédito,Documentação Incompleta,Sim
C135262,2024-05-03,1342.77,Compra Parcelada,Score Baixo,Não
C072636,2023-12-10,2879.36,Renegociação de Dívidas,Score Baixo,Não
